Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.9,..,..,..,..,31.4,..,..,..,30.3,..,..,..,37.8,37.8,..,47.6,47.1,47.1,..,47.9,47.9,..,54.5,..,56.1,..,..,60,..,59.2,..,..,60.3,..,..,..,..,..,58.5,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,El Salvador,SLV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.6,..,..,34.4,..,..,..,..,..,..,47.3,..,..,47.1,..,..,..,..,53.3,..,..,..,..,59.7,..,..,..,..,67.3,..,..,..,..,72.5,..,..,..,..,..,71.8,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,..,..,..,..,..,..,..,..,..,..,12.6,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,8,..,..,..,..,..,8,..,..,..,..,..,..,..,8.7,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Estonia,EST,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.1,..,..,..,..,..,..,..,..,..,..,63.4,66.7,..,..,..,64.1,..,..,..,75.1,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.9,..,..,..,..,..,..,..,..,..,..,27.8,..,..,..,..,..,..,50.6,..,..,65.2,..,..,..,66.1,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8,..,..,..,..,..,..,3.3,..,..,8.1,..,..,..,..,14.7,..,..,..,..,..,28.6,..,..,42,36.9,35.9,36.3,40,41.4,37.7,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76.2292461680547,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.0350166328104,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.7400960712937,..,..,..,..,..,..,..,..,..,62.7289894244887,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.5558494039458,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,European Union,EUU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.6147409802199,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,77.4,..,78.8,..,..,..,..,..,..,79.5,..,..,..,..,..,..,..,74.2,..,..,..,..,..,..,..,85.5,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.567222313893,..,..,..,..,..,..,..,..,..,28.7959551710405,..,..,..,..,..,..,..,..,29.0320169594072,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.7,..,..,..,..,..,..,..,..,..,81.2,..,..,..,..,..,74.6,..,..,..,..,..,..,..,..,..,..,76.6,..,..,75,..,..,78.4,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Gabon,GAB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.7,..,..,..,..,..,..,..,..,..,..,..,31.1,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.8,..,..,..,..,..,..,..,..,..,9.5,17.5,..,..,..,..,..,..,..,..,13.3,..,..,9,..,..,..,..,16.7,..,18.9,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.5,..,..,..,..,31.5,45.9,..,..,32.2,53.4,..,..,..,..,..,..,..,39.3,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,70.1,82.2,..,..,..,..,..,..,..,..,..,..,..,..,77.9,..,..,..,..,..,..,70,..,..,..,..,..,..,..,..,..,..,..,..,68.4,..,..,50.4,..,..,80.3,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.5,..,..,..,..,..,..,..,12.9,..,..,..,..,20.3,20.3,..,..,..,22,22,..,..,..,25.2,..,..,16.6,..,23.5,..,..,34.7,..,19.6,26.7,32.9,28.2,30.8,27.2,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31,..,..,..,..,54.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.2,..,..,..,..,25,..,..,..,23.2,..,..,..,..,..,..,..,31.4,..,..,..,38.2,..,..,43.3,..,..,..,..,..,..,54.1,..,..,..,..,..,60.6,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.7,..,..,..,..,..,..,6.2,..,..,..,..,..,9.1,..,..,..,..,..,..,5.6,..,..,..,8.6,..,10.9,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.6,..,..,..,..,..,10.3,..,..,..,14.2,..,..,..,16,..,..,..,..,21.2,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.2,..,..,..,..,..,..,..,37.3,..,..,..,..,34.6,..,34.2,..,42.5,..,..,..,..,33.9,..,..,..,..,..,29.9,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9,..,..,..,..,..,6.9,..,..,..,6.7,..,10.2,..,..,..,..,..,18,..,..,..,..,28.1,..,..,..,..,..,32,..,..,..,..,..,34.5,..,..,..,..,34.3,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.9565683382106,..,..,..,..,..,..,..,..,..,19.1166329620018,..,..,..,..,..,..,..,..,..,25.1556230809553,..,..,..,..,..,..,..,..,33.0095675637845,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,High income,HIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.3868970926548,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.9,..,..,34.9,..,..,40.6,..,..,..,..,46.7,..,..,..,49.2,..,..,..,..,61.8,..,..,..,..,65.2,..,..,..,..,..,73.2,..,..,..,..,..,..,69.4,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,42,..,..,..,..,49.6,..,..,..,..,71.9,..,..,..,..,72.3,..,..,..,..,80.8,..,..,..,..,86,..,..,..,..,86,..,..,..,..,84,..,..,..,..,79.5,..,..,..,..,74.8,..,..,..,..,66.7,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Hungary,HUN,..,..,..,..,..,..,66.6,..,..,67,..,..,73,..,74,76,..,73.1,..,..,..,..,..,..,..,..,73.1,..,..,..,..,..,..,80.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.9455242836173,..,..,..,..,..,..,..,..,..,52.0715593130136,..,..,..,..,..,..,..,..,62.4249642464891,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,India,IND,..,..,..,..,..,..,..,..,..,..,..,13.6,..,..,..,..,..,..,..,..,..,35.3,..,..,..,..,..,..,44.9,..,..,..,..,40.7,..,..,..,..,..,48.2,46.9,..,..,53,..,54.4,56.3,..,54.8,..,..,..,..,..,..,..,53.5,..,..,..,66.7,66.7,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,8.6,..,..,26.3,..,..,31.2,..,..,..,..,..,38.5,..,47.7,..,..,..,49.7,..,53.1,54.7,54.2,54.2,57.4,55.4,55.4,54.8,52.5,54.2,60.3,56.7,57.9,57.9,61.4,61.4,60.6,61,61.3,61.9,62,61.6,60,59.4,63.6,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,..,..,..,..,..,..,..,..,..,..,..,48.9,..,..,64.6,67.8,70,72.8,73.7,72.9,..,..,73.8,..,73.3,..,..,..,..,..,..,..,..,77.4,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.7,..,..,..,..,..,..,..,..,..,..,43.5,..,..,..,..,..,49.8,..,..,..,..,52.5,..,..,..,..,..,..,52.8,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.7,64.8,..,..,..,..,73.3,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65.1,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38.3,..,..,54.9,..,..,..,51.4,..,..,..,..,..,54.6,..,..,..,62,..,..,..,65.7,..,..,..,..,..,69.1,..,..,..,..,..,72.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Japan,JPN,..,42,..,44.6,..,55.5,..,53,..,52.1,..,52.6,..,59.3,..,60.5,..,60.4,..,62.2,..,..,..,..,57.3,..,62.8,64.5,56.3,..,57.9,..,64,..,58.6,..,56.6,60.4,54.1,..,55.9,..,..,..,52,54.3,..,..,..,..,..,..,..,..,54.7,39.8,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,26.1,..,..,..,25.2,..,..,..,..,..,..,26,..,..,..,..,..,..,34.9,..,..,..,..,..,..,52.6,..,..,..,..,55.8,..,..,..,..,56.8,..,59.3,..,..,61.2,..,..,..,..,..,51.8,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.1,..,..,..,66.1,..,..,..,..,..,..,50.7,..,..,..,..,51,..,..,..,55.7,..,..,53,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,17,..,..,..,..,26.9,..,..,..,32.7,..,..,..,..,39,..,..,..,..,39.3,..,..,..,..,..,45.5,..,..,..,..,58,64.1,61.2,60,61.9,59.7,65.1,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.7,..,..,..,..,..,..,..,20,22.3,..,..,..,..,..,..,..,..,..,33.6,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,61.9,..,..,..,..,..,67.3,..,..,..,..,68.6,..,67.6,..,69.1,..,..,..,70.6,..,..,..,78.2,..,..,70.2,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,"Korea, Rep.",KOR,..,..,..,..,..,16,20,..,..,..,..,24.2,..,..,34.9,..,44.2,..,..,54.5,..,..,57.7,..,..,70.4,..,..,77.1,..,..,79.4,..,..,77.4,..,..,80.5,..,..,79.3,..,..,84.5,..,80.2,79.6,..,..,80,..,..,77.1,..,..,79.6,..,..,82.3,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,..,34.6,..,..,..,..,..,..,49.8,..,50.2,..,..,52,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.5,..,..,..,..,..,..,..,..,47.8,..,..,..,..,..,36.3,..,41.9,..,..,..,39.4,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6,..,20,..,..,..,..,32.2,..,..,..,..,38.4,..,..,..,..,..,..,49.6,..,..,..,..,56.3,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.6875899064817,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.1222243515691,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Latin America & the Caribbean (IDA & IBRD countries),TLA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
